lastfm_url,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,genre
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/russian%2bdance,Pyotr Ilyich Tchaikovsky,['romantic'],3,7.51,5.14625,6.524166667,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/dance%2bof%2bthe%2bmirlitons,Pyotr Ilyich Tchaikovsky,['romantic'],4,7.575555556,5.205555556,6.498888889,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/violin%2bconcerto,Pyotr Ilyich Tchaikovsky,['romantic'],3,7.459333333,4.738666667,6.622,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/overture,Pyotr Ilyich Tchaikovsky,['romantic'],2,7.711176471,5.229411765,6.539411765,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/march,Pyotr Ilyich Tchaikovsky,['romantic'],2,6.819375,4.798125,5.875,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/romeo%2band%2bjuliet,Pyotr Ilyich Tchaikovsky,['romantic'],5,7.264791667,5.075416667,6.172708333,classical
https://www.last.fm/music/pyotr%2bilyich%2btchaikovsky/_/the%2bnutcracker%253a%2bmarch,Pyotr Ilyich Tchaikovsky,"['elegant', 'refined', 'sophisticated']",4,7.037722772,4.808613861,6.357425743,classical
https://www.last.fm/music/sviatoslav%2brichter/_/johannes%2bbrahms%2b%25281833-1897%2529%2b%2brhapsody%2bin%2be%2bflat%2bmajor%2bop.%2b119%2bno.%2b4,Sviatoslav Richter,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/giuseppe%2bverdi/_/dies%2birae%2b%25281996%2bgala%2bperformance%2529,Giuseppe Verdi,['menacing'],2,4.71,4.255,5.075,classical
https://www.last.fm/music/giuseppe%2bverdi/_/preludio,Giuseppe Verdi,['romantic'],1,7.61,5.12,6.45,classical
https://www.last.fm/music/giuseppe%2bverdi/_/lux%2baeterna,Giuseppe Verdi,['sacred'],2,7.39,5.08,6.006666667,classical
https://www.last.fm/music/giuseppe%2bverdi/_/libera%2bme%253a%2bdies%2birae,Giuseppe Verdi,['sacred'],2,7.28,5.06,5.785,classical
https://www.last.fm/music/giuseppe%2bverdi/_/messa%2bda%2brequiem%253a%2bii.%2bdies%2birae,Giuseppe Verdi,['fiery'],3,6.59,5.39,6.43,classical
https://www.last.fm/music/georg%2bphilipp%2btelemann/_/menuett%2bi%2band%2bii,Georg Philipp Telemann,['playful'],1,7.63,5.89,6.81,classical
https://www.last.fm/music/sting/_/the%2blowest%2btrees%2bhave%2btops,Sting,['refined'],1,6.11,3.95,6.67,classical
https://www.last.fm/music/vladimir%2bashkenazy/_/etude%2bin%2bg%2bflat%2bmjor%252c%2bop.%2b10%2bno.%2b5%2b%2527black%2bkey%2527,Vladimir Ashkenazy,['lively'],2,7.365,5.61,6.655,classical
https://www.last.fm/music/franz%2bliszt/_/mephisto%2bwaltz,Franz Liszt,['hyper'],2,3.725,5.595,4.325,classical
https://www.last.fm/music/franz%2bliszt/_/andante%2bmaestoso%2b%2527vexilla%2bregis%2bprodeunt%2527,Franz Liszt,['meditative'],2,5.7075,3.84,4.8375,classical
https://www.last.fm/music/franz%2bliszt/_/grey%2bclouds,Franz Liszt,['romantic'],19,5.94779661,4.570338983,5.432033898,classical
https://www.last.fm/music/franz%2bliszt/_/la%2bcampanella,Franz Liszt,['romantic'],1,7.61,5.12,6.45,classical
https://www.last.fm/music/franz%2bliszt/_/hungarian%2brhapsody%2bno.%2b2,Franz Liszt,['romantic'],1,7.61,5.12,6.45,classical
https://www.last.fm/music/franz%2bliszt/_/les%2bpreludes,Franz Liszt,['romantic'],4,7.225609756,5.256097561,6.165609756,classical
https://www.last.fm/music/franz%2bliszt/_/liebestraum,Franz Liszt,['romantic'],9,7.530425532,4.936808511,6.355744681,classical
https://www.last.fm/music/franz%2bliszt/_/no.%2b3%2bin%2bd%2bflat%2bmajor%252c%2b%2522un%2bsospiro%2522,Franz Liszt,['romantic'],4,7.257619048,4.866666667,6.101428571,classical
https://www.last.fm/music/franz%2bliszt/_/hungarian%2brhapsody%2bno.%2b9,Franz Liszt,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/john%2bwilliams/_/festive%2boverture%252c%2bop.96%2b%2528instrumental%2529,John Williams,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/george%2bgershwin/_/new%2byork%2binterlude%2b%2528concerto%2bin%2bf%2529,George Gershwin,['optimistic'],2,7.96,5.12,7.105,classical
https://www.last.fm/music/claude%2bdebussy/_/des%2bpas%2bsur%2bla%2bneige,Claude Debussy,['bleak'],2,4.56,3.215,4.7,classical
https://www.last.fm/music/claude%2bdebussy/_/claro%2bde%2bluna,Claude Debussy,['lush'],8,5.679464286,3.471160714,5.081696429,classical
https://www.last.fm/music/claude%2bdebussy/_/reverie,Claude Debussy,['romantic'],11,7.181964286,4.412678571,6.2775,classical
https://www.last.fm/music/claude%2bdebussy/_/la%2bfille%2baux%2bcheveux%2bde%2blin,Claude Debussy,['romantic'],2,7.505,4.518125,6.320625,classical
https://www.last.fm/music/claude%2bdebussy/_/r%25c3%25aaverie,Claude Debussy,['flowing'],8,5.036129032,4.118064516,5.00516129,classical
https://www.last.fm/music/claude%2bdebussy/_/arabesque%2bno.%2b2%2bin%2bg%2bminor,Claude Debussy,['whimsical'],1,6.65,4.77,5.31,classical
https://www.last.fm/music/johannes%2bbrahms/_/e%2bv,Johannes Brahms,['meditative'],4,6.521797753,4.228988764,5.459662921,classical
https://www.last.fm/music/johannes%2bbrahms/_/symphony%2bno.2%2bin%2bd%2bmajor%252c%2bop.73%2ballegretto%2bgrazioso%2b%2528quasi%2bandantino%2529%2b-%2bpresto%2bma%2bnon%2bassai%2b-%2btempo,Johannes Brahms,['warm'],2,7.586842105,4.747368421,6.424736842,classical
https://www.last.fm/music/johannes%2bbrahms/_/no.%2b8%2bin%2ba%2bminor,Johannes Brahms,['passionate'],1,7.17,6.33,6.62,classical
https://www.last.fm/music/johannes%2bbrahms/_/hungarian%2bdance%2bno.%2b5,Johannes Brahms,['romantic'],2,7.567391304,5.205217391,6.485652174,classical
https://www.last.fm/music/johannes%2bbrahms/_/symphonie%2b%25233%2bop.%2b90%253a%2bpoco%2balle,Johannes Brahms,['romantic'],4,7.302,4.928,6.264,classical
https://www.last.fm/music/johannes%2bbrahms/_/cradle%2bsong,Johannes Brahms,['romantic'],10,7.337,4.5585,6.40275,classical
https://www.last.fm/music/johannes%2bbrahms/_/g%2bvii,Johannes Brahms,['romantic'],8,6.145357143,3.917142857,5.250714286,classical
https://www.last.fm/music/johannes%2bbrahms/_/c%2biii%2b%2ballegro%2bgiocoso%2b%2bpoco%2bmeno%2bpresto%2b%2btempo%2bi,Johannes Brahms,['romantic'],2,7.39877551,5.173265306,6.541836735,classical
https://www.last.fm/music/johannes%2bbrahms/_/d%2biv%2badagio%2bpiu%2bandante%2ballegro%2bnon%2btroppo%252cma%2bcon%2bbrio,Johannes Brahms,['romantic'],4,7.404736842,4.336842105,6.521578947,classical
https://www.last.fm/music/johannes%2bbrahms/_/hungarian%2bdance%2bno.%2b5%2bin%2bg%2bminor,Johannes Brahms,['romantic'],2,7.593809524,5.051428571,6.433809524,classical
https://www.last.fm/music/johannes%2bbrahms/_/j%2bfinale-andante,Johannes Brahms,['romantic'],3,7.508571429,5.025,6.518571429,classical
https://www.last.fm/music/johannes%2bbrahms/_/hungarian%2bdance%2bno.%2b1,Johannes Brahms,['romantic'],4,7.518043478,5.082173913,6.392608696,classical
https://www.last.fm/music/johannes%2bbrahms/_/thema%252c%2b%2522chorale%2bst.%2bantoni%2522%253a%2bandante,Johannes Brahms,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/johannes%2bbrahms/_/d%2biv,Johannes Brahms,['elegiac'],5,4.853333333,3.273333333,4.4,classical
https://www.last.fm/music/johannes%2bbrahms/_/wie%2blieblich%2bsind%2bdeine%2bwohnungen,Johannes Brahms,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/johannes%2bbrahms/_/hungarian%2bdance%2bno.%2b6,Johannes Brahms,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/glenn%2bmiller/_/danny%2bboy,Glenn Miller,['peaceful'],3,4.613333333,4,4.88,classical
https://www.last.fm/music/antonio%2bvivaldi/_/winter%2b-%2ballegro%2bnon%2bmolto,Antonio Vivaldi,['cold'],1,4.32,3.55,5.17,classical
https://www.last.fm/music/antonio%2bvivaldi/_/concerto%2b%2527l%2527estate%2527%252c%2brv%2b315%2b-%2biii%253a%2bpresto,Antonio Vivaldi,['dramatic'],1,5.17,6.59,4.77,classical
https://www.last.fm/music/antonio%2bvivaldi/_/ii.%2blarghetto,Antonio Vivaldi,"['ornate', 'elegant']",3,5,3.263333333,3.956666667,classical
https://www.last.fm/music/antonio%2bvivaldi/_/four%2bseasons%2b-%2bwinter,Antonio Vivaldi,['cheerful'],1,8,5.76,7.32,classical
https://www.last.fm/music/antonio%2bvivaldi/_/spring%2bi%2ballegro,Antonio Vivaldi,['euphoric'],1,7.8,5.25,6.77,classical
https://www.last.fm/music/antonio%2bvivaldi/_/lauda%2bjerusalem%252c%2brv%2b609,Antonio Vivaldi,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/antonio%2bvivaldi/_/la%2bprimavera,Antonio Vivaldi,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/van%2bcliburn/_/prelude%2bin%2bg-sharp%2bminor%252c%2bop.%2b32%252c%2bno.%2b12,Van Cliburn,['sparkling'],1,6.47,4.91,6.48,classical
https://www.last.fm/music/igor%2bstravinsky/_/dance%2bof%2bthe%2bearth,Igor Stravinsky,['intense'],1,5.65,6.6,5.57,classical
https://www.last.fm/music/igor%2bstravinsky/_/danse%2binfernale%2bdu%2broi%2bkastchei,Igor Stravinsky,['dramatic'],1,5.17,6.59,4.77,classical
https://www.last.fm/music/igor%2bstravinsky/_/the%2bshrove-tide%2bfair,Igor Stravinsky,['dramatic'],2,5.909772727,6.2525,5.700681818,classical
https://www.last.fm/music/igor%2bstravinsky/_/sacrificial%2bdance%2b%2528the%2bchosen,Igor Stravinsky,['bombastic'],2,4.343283582,3.597014925,4.701492537,classical
https://www.last.fm/music/igor%2bstravinsky/_/variation%2bde%2bl%2527oiseau%2bde%2bfeu,Igor Stravinsky,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/sergei%2bprokofiev/_/act%2b2%2bscene%2b3-2,Sergei Prokofiev,['soothing'],1,7.05,1.91,5.76,classical
https://www.last.fm/music/sergei%2bprokofiev/_/classical%2bsymphony%2bop.%2b35%2b-%2ballegro,Sergei Prokofiev,['ironic'],1,5.42,4.39,4.46,classical
https://www.last.fm/music/sergei%2bprokofiev/_/act%2b3%2bscene%2b2-2,Sergei Prokofiev,"['dramatic', 'lively']",2,6.145,6.345,5.815,classical
https://www.last.fm/music/sergei%2bprokofiev/_/till%2beulenspiegels%2blustige%2bstr,Sergei Prokofiev,['dramatic'],1,5.17,6.59,4.77,classical
https://www.last.fm/music/sergei%2bprokofiev/_/madrigal,Sergei Prokofiev,['cheerful'],2,7.923333333,5.22,6.92,classical
https://www.last.fm/music/sergei%2bprokofiev/_/dance%2bwith%2bthe%2bmandolins,Sergei Prokofiev,['playful'],1,7.63,5.89,6.81,classical
https://www.last.fm/music/sergei%2bprokofiev/_/piano%2bconcerto%2bno.2%2bin%2bg%2bminor%2b%2528andantino-allegretto%2529,Sergei Prokofiev,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/sergei%2bprokofiev/_/piano%2bconcerto%2bno.2%2bin%2bg%2bminor%2b%2528scherzo%253a%2bvivace%2529,Sergei Prokofiev,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/sergei%2bprokofiev/_/piano%2bconcerto%2bno.2%2bin%2bg%2bminor%2b%2528intermezzo%253a%2ballegro%2529,Sergei Prokofiev,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/sergei%2bprokofiev/_/piano%2bconcerto%2bno.2%2bin%2bg%2bminor%2b%2528allegro%2btempestoso%2529,Sergei Prokofiev,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/gustav%2bmahler/_/adagietto,Gustav Mahler,['romantic'],9,6.9292,4.8028,6.0212,classical
https://www.last.fm/music/gustav%2bmahler/_/um%2bmitternacht,Gustav Mahler,['romantic'],3,7.217631579,5.154736842,6.172105263,classical
https://www.last.fm/music/gustav%2bmahler/_/symphony%2bno.5%2bin%2bc%2bsharp%2bminor%2b%2528adagietto%2529%2b%257b15%257d,Gustav Mahler,['romantic'],10,6.967692308,4.441153846,6.064230769,classical
https://www.last.fm/music/gustav%2bmahler/_/feierlich%2bund%2bgemessen%252c%2bohne%2bzu%2bschleppen,Gustav Mahler,['romantic'],8,5.646666667,4.531944444,5.1875,classical
https://www.last.fm/music/gustav%2bmahler/_/part%2bii%253a%2bich%2bspur%25e2%2580%2599%2bsoeben%2bnebeind%2bum%2bfelsenhoh%2b-%2bhier%2bist%2bdie%2baussicht%2bfrei%2b-%2bfreudig%2bempfangen%2bwir,Gustav Mahler,['romantic'],1,7.61,5.12,6.45,classical
https://www.last.fm/music/gustav%2bmahler/_/trauermarsch,Gustav Mahler,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/gustav%2bmahler/_/symfonie%2bnr.%2b3%253a%2b2e%2bdeel%2b%2527was%2bmir%2bdie%2bblumen%2bauf%2bder%2bwiese%2berzahlen%2527,Gustav Mahler,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/gustav%2bmahler/_/quartet%2bfor%2bstrings%2band%2bpiano%2bin%2ba%2bminor,Gustav Mahler,['tragic'],1,3.52,5.36,4.2,classical
https://www.last.fm/music/gustav%2bmahler/_/finale,Gustav Mahler,['bright'],1,6.84,5,6.38,classical
https://www.last.fm/music/gustav%2bmahler/_/pomp%2band%2bcircumstance%2bmarch%2bno.%2b1,Gustav Mahler,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/arthur%2brubinstein/_/nocturne%2bno.%2b2%2bin%2be%2bflat,Arthur Rubinstein,['tender'],3,7.47212766,4.739574468,6.45,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/five%2bdays%2b-%2bfive%2bnights%252c%2bop.111a%253a%2bintroduction,Dmitri Shostakovich,['dramatic'],2,5.125,5.34,4.69,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/the%2bgadfly%252c%2bop.97a%253a%2bbarrel-organ%2bwaltz,Dmitri Shostakovich,"['joyous', 'lively']",5,7.684,5.606,6.578,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/the%2bgadfly%252c%2bop.97a%253a%2bintermezzo,Dmitri Shostakovich,['brooding'],2,4.875,4.705,5.565,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/two%2bpieces%2bfor%2bstr%2boct%252c%2bop.11%253a%2bprl%253a%2badagio,Dmitri Shostakovich,['brooding'],2,4.185,4.045,4.395,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/string%2bquartet%2bno.%2b8%2bin%2bc%2bminor%252c%2bop.%2b110%253a%2bii.%2ballegro%2bmolto,Dmitri Shostakovich,['tragic'],2,4.883333333,5.28,4.95,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/the%2bgadfly%252c%2bop.97a%253a%2bfinale,Dmitri Shostakovich,['powerful'],2,6.68,5.64,6.92,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/allegro%2bnon%2btroppo,Dmitri Shostakovich,['triumphant'],3,7.479824561,5.56754386,6.395614035,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/three%2bfantastic%2bdances%2bop.%2b5%2b%25282003%2bdigital%2bremaster%2529%253a%2bandantino,Dmitri Shostakovich,['whimsical'],1,6.65,4.77,5.31,classical
https://www.last.fm/music/dmitri%2bshostakovich/_/the%2bgadfly%252c%2bop.97a%253a%2bgalop,Dmitri Shostakovich,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/gidon%2bkremer/_/sonata%2bno.2%2bin%2ba%2bminor%252c%2bbwv1003%253a%2biv.%2ballegro,Gidon Kremer,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/concerto%2bin%2bd%2bminor%2bfor%2btwo%2bviolins%2b-%2bvivace,Johann Sebastian Bach,['lazy'],1,3.05,3.05,5.79,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/brandenburg%2bconcerto%2bno.%2b3%252c%2b1st%2bmovement,Johann Sebastian Bach,['cheerful'],1,8,5.76,7.32,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/partita%2bii%2bbwv%2b1004%2bin%2bd%2bminor%253a%2bv.%2bciaccona,Johann Sebastian Bach,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/sonata%2bin%2bg%2bminor%2bfor%2bviola%2bda%2bgamba,Johann Sebastian Bach,['narrative'],1,6.32,3.23,5.61,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/bwv525%2bsonata%2bi%2bin%2bes%2b%252f%2btrio%2bsonata%2bi%2bin%2be-flat%2bmajor%2b-%2b2.%2badagio,Johann Sebastian Bach,['technical'],2,6.305,5.2,6.345,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/largo%2be%2bspiccato%2b-%2bconcerto%2bno,Johann Sebastian Bach,['somber'],2,1.7,2.785,1.955,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/jesu%252c%2bjoy%2bof%2bman%2527s%2bdesiring%2527,Johann Sebastian Bach,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/gratias%2bagimus%2btibi,Johann Sebastian Bach,['sacred'],2,7.28,5.06,5.785,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/ava%2bmaria,Johann Sebastian Bach,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/qui%2btollis%2bpeccata%2bmundi,Johann Sebastian Bach,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/komm%2boh%2btod%2bdu%2bschlafes%2bbruder,Johann Sebastian Bach,['sacred'],2,3.475,2.5,2.56,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/matth%25c3%25a4us-passion%252c%2bbwv%2b244%253a%2b54.%2bo%2bhaupt%2bvoll%2bblut%2bund%2bwunden,Johann Sebastian Bach,['sacred'],1,6.95,5,5.12,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/iii.%2ballegro,Johann Sebastian Bach,['lively'],1,7.12,6.1,6.86,classical
https://www.last.fm/music/johann%2bsebastian%2bbach/_/matth%25c3%25a4us%2bpassion%2b%2528bwv%2b244%2529%2b-%2berbarme%2bdich,Johann Sebastian Bach,['thrilling'],1,7.19,6.16,5.95,classical
https://www.last.fm/music/erik%2bsatie/_/gymnop%25c3%25a9dies,Erik Satie,['gentle'],3,6.19,3.176666667,6.29,classical
https://www.last.fm/music/erik%2bsatie/_/gymnop%25c3%25a9die%2bno.1,Erik Satie,"['bittersweet', 'somber']",3,5.403552632,1.818815789,5.667894737,classical
https://www.last.fm/music/erik%2bsatie/_/gymnop%25c3%25a9dies%2b%25283%2529%252c%2bfor%2bpiano%253a%2bgymnopedie%2b02,Erik Satie,['yearning'],5,4.574,3.444,4.352,classical
https://www.last.fm/music/erik%2bsatie/_/gymnop%25c3%25a9dies%2b%25283%2529%252c%2bfor%2bpiano%253a%2bgymnopedie%2b03,Erik Satie,['yearning'],3,2.42,2.246666667,3.13,classical
https://www.last.fm/music/erik%2bsatie/_/gymnop%25c3%25a9die%2bno.%2b1,Erik Satie,['calm'],4,7.31,3.306551724,7.00137931,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/prelude%2bin%2bc-sharp%2bminor%252c%2bop.%2b3%252c%2bno.%2b2,Sergei Rachmaninoff,['harsh'],3,4.305,5.4575,4.6875,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/rhapsody%2bon%2ba%2btheme%2bof%2bpaganini%2bin%2ba%2bminor%252c%2bopus%2b43%2b-%2bvariation%2bviii%253atempo%2bi,Sergei Rachmaninoff,['ominous'],1,3.95,5.57,4.48,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/allegro%2bvivace,Sergei Rachmaninoff,"['animated', 'passionate']",3,7.143333333,5.74,6.593333333,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/liebesfreud,Sergei Rachmaninoff,"['playful', 'whimsical']",4,7.498513514,5.253783784,6.184459459,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/symphony%2bnr.2,Sergei Rachmaninoff,['romantic'],3,7.474166667,4.9375,6.43,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/allegro%2bma%2bnon%2btanto,Sergei Rachmaninoff,['romantic'],1,7.61,5.12,6.45,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/lilacs,Sergei Rachmaninoff,['romantic'],6,7.531081081,4.714054054,6.488918919,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/moderato,Sergei Rachmaninoff,['romantic'],12,6.675438596,4.574210526,5.993684211,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/prelude%2bin%2bg%2bminor%252c%2bop.%2b23%252c%2bno.%2b5,Sergei Rachmaninoff,['romantic'],4,7.435405405,5.381621622,6.446216216,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/lento,Sergei Rachmaninoff,['romantic'],4,7.55,5.067346939,6.461632653,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/concerto%2bno.%2b2%252c%2bop.%2b18%2bin%2bc%2bminor%253a%2bi.%2bmoderato%2b-%2ballegro,Sergei Rachmaninoff,['complex'],1,4.21,4.6,5.25,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/trio%2belegiaque%2bno.%2b1%2bin%2bg%2bminor,Sergei Rachmaninoff,['elegiac'],2,6.069880952,4.083809524,5.144642857,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/lento%2blugubre,Sergei Rachmaninoff,['powerful'],3,5.575,4.46,5.708333333,classical
https://www.last.fm/music/sergei%2brachmaninoff/_/presto,Sergei Rachmaninoff,"['powerful', 'lively']",3,7.270689655,5.382758621,6.638275862,classical
https://www.last.fm/music/scott%2bjoplin/_/aunt%2bdinah%2bhas%2bblowed%2bthe%2bhorn,Scott Joplin,"['animated', 'jovial']",5,6.022,4.218,5.336,classical
https://www.last.fm/music/maurice%2bravel/_/daphnis%2bet%2bchlo%25c3%25a9%253a%2bsuite%2bno.2,Maurice Ravel,['lazy'],2,4.66,3,6.26,classical
https://www.last.fm/music/maurice%2bravel/_/alborada%2bdel%2bgracioso,Maurice Ravel,['capricious'],1,5,4.2,5.35,classical
https://www.last.fm/music/maurice%2bravel/_/bolero%2b%2528conclusion%2529,Maurice Ravel,['dramatic'],1,5.17,6.59,4.77,classical
https://www.last.fm/music/maurice%2bravel/_/daphnis%2bet%2bchloe%252c%2bsuite%2bno.%2b2,Maurice Ravel,"['dramatic', 'whimsical']",4,6.165,5.69,5.2425,classical
https://www.last.fm/music/maurice%2bravel/_/sonatine%2b-%2bmovement%2b%25233%2b%2528ravel%2529,Maurice Ravel,['eccentric'],2,6.25,4.115,6.1,classical
https://www.last.fm/music/maurice%2bravel/_/pavane%2bpour%2bune%2binfante%2bdefunte%2b%2528version%2bfor%2borchestra%2529,Maurice Ravel,['elegiac'],2,2.545,2.105,2.26,classical
https://www.last.fm/music/maurice%2bravel/_/sainte,Maurice Ravel,['thoughtful'],1,7.26,2.55,6.62,classical
https://www.last.fm/music/maurice%2bravel/_/ondine,Maurice Ravel,['whimsical'],1,6.65,4.77,5.31,classical
https://www.last.fm/music/franz%2bschubert/_/adagio,Franz Schubert,"['angry', 'elegiac', 'pure']",5,4.551011236,4.095505618,4.465168539,classical
https://www.last.fm/music/franz%2bschubert/_/rosamunde%2b-%2bsymphonie%2bno.5%2bb-dur%2bd.485%2b-%2b1%2b%253b%2ballegro,Franz Schubert,['delicate'],4,7.56734375,4.6975,6.2509375,classical
